TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent_pct,PaymentType_str
396,2025-05-04,1035,2013,402,1.0,1683.65,4.44,GiftCard
397,2025-05-04,1012,2085,402,1.0,217.94,9.52,GiftCard
398,2025-05-04,1013,2012,404,2.0,1994.21,,GiftCard
399,2025-05-04,1183,2060,401,1.0,367.54,26.6,PayPal
400,2025-05-04,1001,2070,402,3.0,102.54,3.46,WireTransfer
401,2025-05-04,1167,2060,404,1.0,735.08,3.1,PayPal
402,2025-05-04,1193,2036,403,2.0,348.77,2.45,WireTransfer
403,2025-05-04,1165,2007,401,1.0,0.0,,PayPal
404,2025-05-04,1136,2094,401,1.0,1776.06,9.91,WireTransfer
405,2025-05-04,1106,2022,401,3.0,671.18,10.19,PayPal
406,2025-05-04,1126,2023,403,0.0,0.0,10.13,GiftCard
407,2025-05-04,1002,2038,401,2.0,1482.42,15.16,WireTransfer
408,2025-05-04,1072,2058,404,1.0,1200.15,20.58,GiftCard
409,2025-05-04,1129,2059,403,1.0,1382.54,18.09,GiftCard
410,2025-05-04,1028,2042,402,3.0,502.83,23.1,PayPal
411,2025-05-04,1165,2032,402,0.0,0.0,5.38,PayPal
412,2025-05-04,1188,2043,403,1.0,1572.21,21.49,CreditCard
413,2025-05-04,1044,2078,404,3.0,426.03,18.32,CreditCard
414,2025-05-04,1131,2041,401,3.0,3216.84,12.91,WireTransfer
415,2025-05-04,1171,2012,402,1.0,1121.74,7.75,WireTransfer
416,2025-05-04,1122,2041,402,0.0,1608.42,22.46,PayPal
417,2025-05-04,1066,2049,402,3.0,0.0,11.04,GiftCard
418,2025-05-04,1192,2034,403,2.0,326.81,8.55,PayPal
419,2025-05-04,1149,2092,401,2.0,1157.3,26.49,CreditCard
420,2025-05-04,1167,2046,402,0.0,133.72,15.17,GiftCard
421,2025-05-04,1170,2015,404,2.0,0.0,9.42,WireTransfer
422,2025-05-04,1040,2051,403,0.0,469.28,5.88,PayPal
423,2025-05-04,1163,2037,403,1.0,0.0,19.44,PayPal
424,2025-05-04,1056,2017,404,1.0,834.66,21.25,CreditCard
425,2025-05-04,1116,2095,403,3.0,490.79,15.99,GiftCard
426,2025-05-04,1179,2070,404,1.0,61.52,6.47,WireTransfer
427,2025-05-04,1195,2031,401,3.0,1695.9,7.13,CreditCard
428,2025-05-04,1135,2090,403,0.0,0.0,8.25,CreditCard
429,2025-05-04,1144,2014,401,1.0,443.34,12.66,CreditCard
430,2025-05-04,1146,2068,402,1.0,2952.86,3.25,GiftCard
431,2025-05-04,1083,2066,404,0.0,516.06,12.02,CreditCard
432,2025-05-04,1174,2026,404,0.0,423.12,6.52,CreditCard
433,2025-05-04,1130,2057,401,3.0,1747.92,26.58,CreditCard
434,2025-05-04,1033,2065,404,3.0,0.0,24.47,CreditCard
435,2025-05-04,1144,2007,404,2.0,933.42,5.27,GiftCard
436,2025-05-04,1185,2002,404,2.0,692.8,10.62,PayPal
437,2025-05-04,1000,2095,402,0.0,0.0,,WireTransfer
438,2025-05-04,1011,2054,403,0.0,900.51,24.78,GiftCard
439,2025-05-04,1138,2007,401,3.0,2333.56,12.87,CreditCard
440,2025-05-04,1008,2036,404,1.0,196.18,21.89,PayPal
441,2025-05-04,1196,2017,404,2.0,741.92,28.63,CreditCard
442,2025-05-04,1097,2057,404,3.0,436.98,3.33,CreditCard
443,2025-05-04,1020,2087,402,2.0,637.28,11.34,PayPal
444,2025-05-04,1030,2022,404,1.0,604.06,5.03,WireTransfer
445,2025-05-04,1186,2028,401,0.0,2551.76,17.78,CreditCard
446,2025-05-04,1076,2059,404,3.0,1536.15,1.95,PayPal
447,2025-05-04,1058,2031,404,2.0,0.0,15.66,WireTransfer
448,2025-05-04,1039,2035,402,0.0,899.99,3.06,PayPal
449,2025-05-04,1008,2084,404,0.0,845.55,23.64,WireTransfer
450,2025-05-04,1061,2026,401,0.0,423.12,16.35,GiftCard
451,2025-05-04,1152,2004,404,0.0,2781.75,18.51,CreditCard
452,2025-05-04,1062,2094,401,3.0,1973.4,7.48,WireTransfer
453,2025-05-04,1112,2029,402,0.0,13.51,12.01,GiftCard
454,2025-05-04,1035,2064,403,1.0,0.0,29.99,GiftCard
455,2025-05-04,1187,2073,403,2.0,399.54,,PayPal
456,2025-05-04,1060,2038,402,1.0,3335.44,14.02,GiftCard
457,2025-05-04,1105,2038,403,0.0,1853.02,29.31,WireTransfer
458,2025-05-04,1142,2075,402,3.0,3903.2,21.61,GiftCard
459,2025-05-04,1142,2063,401,2.0,1325.9,7.04,WireTransfer
460,2025-05-04,1164,2085,404,2.0,387.44,24.28,GiftCard
461,2025-05-04,1178,2053,404,1.0,1647.4,6.29,CreditCard
462,2025-05-04,1076,2048,402,3.0,1072.89,10.57,CreditCard
463,2025-05-04,1061,2028,403,1.0,1148.29,24.68,CreditCard
464,2025-05-04,1118,2007,404,3.0,1750.17,3.46,CreditCard
465,2025-05-04,1142,2067,402,3.0,1163.8,20.04,GiftCard
466,2025-05-04,1062,2032,402,2.0,756.48,,CreditCard
467,2025-05-04,1165,2010,404,2.0,124.54,27.12,CreditCard
468,2025-05-04,1023,2068,402,0.0,2460.72,20.09,WireTransfer
469,2025-05-04,1068,2048,401,0.0,715.26,5.81,PayPal
470,2025-05-04,1048,2097,402,3.0,0.0,5.32,WireTransfer
471,2025-05-04,1053,2042,403,0.0,167.61,2.41,CreditCard
472,2025-05-04,1054,2024,401,3.0,372.81,0.33,WireTransfer
473,2025-05-04,1062,2089,402,3.0,1240.56,28.76,CreditCard
474,2025-05-04,1061,2070,403,2.0,27.34,26.03,CreditCard
475,2025-05-04,1097,2059,403,2.0,0.0,24.63,PayPal
476,2025-05-04,1066,2046,404,3.0,200.58,0.93,PayPal
477,2025-05-04,1025,2092,404,2.0,771.54,14.01,CreditCard
478,2025-05-04,1052,2047,403,3.0,334.98,15.68,GiftCard
479,2025-05-04,1011,2072,402,1.0,756.54,18.5,GiftCard
480,2025-05-04,1004,2033,404,2.0,0.0,18.54,GiftCard
481,2025-05-04,1039,2025,403,1.0,503.32,8.25,CreditCard
482,2025-05-04,1097,2072,402,3.0,420.3,1.41,GiftCard
483,2025-05-04,1140,2083,403,2.0,1843.58,8.57,GiftCard
484,2025-05-04,1195,2062,404,3.0,3096.8,28.93,WireTransfer
485,2025-05-04,1043,2093,403,1.0,1360.69,1.53,PayPal
486,2025-05-04,1035,2092,404,1.0,0.0,28.62,GiftCard
487,2025-05-04,1138,2082,401,0.0,533.2,11.19,GiftCard
488,2025-05-04,1019,2085,401,0.0,484.3,11.95,WireTransfer
489,2025-05-04,1105,2017,402,0.0,1391.1,17.52,GiftCard
490,2025-05-04,1181,2019,401,1.0,4202.68,29.16,WireTransfer
491,2025-05-04,1129,2058,403,0.0,1333.5,0.22,PayPal
492,2025-05-04,1158,2081,404,3.0,2984.88,1.82,CreditCard
493,2025-05-04,1004,2000,404,0.0,2907.93,27.41,PayPal
494,2025-05-04,1004,2067,403,2.0,465.52,12.1,WireTransfer
495,2025-05-04,1004,2064,404,1.0,1323.18,8.7,WireTransfer
496,2025-05-04,1027,2012,402,1.0,1121.74,21.79,CreditCard
497,2025-05-04,1049,2079,403,2.0,3802.16,23.85,WireTransfer
498,2025-05-04,1068,2050,401,2.0,0.0,6.84,WireTransfer
499,2025-05-04,1103,2058,402,1.0,600.08,19.99,GiftCard
500,2025-05-04,1076,2087,401,0.0,159.32,9.14,GiftCard
501,2025-05-04,1023,2051,404,3.0,351.96,8.03,WireTransfer
502,2025-05-04,1141,2060,401,0.0,408.38,19.23,PayPal
503,2025-05-04,1179,2021,401,3.0,835.41,16.16,CreditCard
504,2025-05-04,1111,2082,403,0.0,0.0,21.0,GiftCard
505,2025-05-04,1135,2005,402,1.0,1157.71,10.23,WireTransfer
506,2025-05-04,1177,2072,404,2.0,1008.72,2.67,PayPal
507,2025-05-04,1011,2009,403,0.0,0.0,15.85,PayPal
508,2025-05-04,1045,2040,401,1.0,31.09,18.42,WireTransfer
509,2025-05-04,1150,2018,404,0.0,1084.52,23.26,CreditCard
510,2025-05-04,1076,2020,402,3.0,2254.98,13.5,GiftCard
511,2025-05-04,1173,2069,403,3.0,232.39,4.44,PayPal
512,2025-05-04,1193,2094,402,0.0,1480.05,25.33,WireTransfer
513,2025-05-04,1128,2095,403,0.0,0.0,7.47,GiftCard
514,2025-05-04,1025,2055,402,0.0,107.88,23.58,PayPal
515,2025-05-04,1087,2077,404,2.0,449.46,25.73,CreditCard
516,2025-05-04,1007,2081,403,3.0,746.22,5.31,GiftCard
517,2025-05-04,1125,2029,403,3.0,40.53,2.53,CreditCard
518,2025-05-04,1110,2023,404,0.0,1879.08,16.16,GiftCard
519,2025-05-04,1197,2079,403,1.0,855.49,12.32,CreditCard
520,2025-05-04,1182,2009,401,2.0,53.05,8.11,GiftCard
521,2025-05-04,1039,2048,402,3.0,357.63,26.33,GiftCard
522,2025-05-04,1081,2046,401,0.0,33.43,5.75,GiftCard
523,2025-05-04,1001,2039,404,2.0,2343.46,8.4,CreditCard
524,2025-05-04,1194,2034,401,1.0,245.11,26.88,WireTransfer
525,2025-05-04,1022,2023,404,3.0,5637.24,21.72,CreditCard
526,2025-05-04,1142,2071,404,0.0,615.16,10.81,WireTransfer
527,2025-05-04,1006,2011,403,0.0,1229.22,11.86,GiftCard
528,2025-05-04,1152,2076,403,3.0,2418.21,1.79,WireTransfer
529,2025-05-04,1003,2037,404,3.0,1440.56,25.7,WireTransfer
530,2025-05-04,1199,2010,402,1.0,210.17,18.01,WireTransfer
531,2025-05-04,1175,2048,402,1.0,965.6,27.07,GiftCard
532,2025-05-04,1068,2038,403,3.0,0.0,12.89,WireTransfer
533,2025-05-04,1037,2008,402,3.0,266.36,24.72,GiftCard
534,2025-05-04,1070,2053,403,3.0,1830.45,20.43,GiftCard
535,2025-05-04,1005,2009,403,2.0,53.05,9.54,CreditCard
536,2025-05-04,1063,2092,404,1.0,867.98,25.33,PayPal
537,2025-05-04,1117,2013,402,2.0,2244.86,13.44,PayPal
538,2025-05-04,1001,2050,403,3.0,0.0,1.68,PayPal
539,2025-05-04,1084,2056,403,3.0,1574.16,25.42,PayPal
540,2025-05-04,1166,2076,402,2.0,0.0,25.76,CreditCard
541,2025-05-04,1082,2077,402,3.0,0.0,14.84,PayPal
542,2025-05-04,1080,2022,404,2.0,1073.89,4.88,WireTransfer
543,2025-05-04,1074,2094,404,1.0,444.02,5.7,GiftCard
544,2025-05-04,1083,2048,403,3.0,0.0,7.01,PayPal
545,2025-05-04,1093,2014,402,1.0,221.67,10.25,WireTransfer
546,2025-05-04,1174,2098,401,3.0,2723.58,11.21,CreditCard
547,2025-05-04,1181,2026,404,2.0,507.74,2.14,WireTransfer
548,2025-05-04,1177,2008,404,3.0,332.95,3.63,GiftCard
549,2025-05-04,1035,2081,403,1.0,1343.2,6.89,WireTransfer
550,2025-05-04,1064,2084,402,3.0,845.55,12.84,PayPal
551,2025-05-04,1096,2009,404,3.0,198.93,7.62,PayPal
552,2025-05-04,1149,2051,404,0.0,0.0,15.07,GiftCard
553,2025-05-04,1092,2089,401,0.0,827.04,6.17,WireTransfer
554,2025-05-04,1196,2031,403,1.0,1526.31,0.58,GiftCard
555,2025-05-04,1165,2078,401,3.0,142.01,24.98,PayPal
556,2025-05-04,1192,2042,404,0.0,1005.66,4.56,CreditCard
557,2025-05-04,1002,2012,403,1.0,560.87,,GiftCard
558,2025-05-04,1130,2095,402,3.0,1963.16,,PayPal
559,2025-05-04,1095,2050,404,1.0,168.1,27.43,WireTransfer
560,2025-05-04,1088,2003,404,0.0,385.18,11.93,GiftCard
561,2025-05-04,1075,2053,401,0.0,1830.45,19.08,PayPal
562,2025-05-04,1186,2018,403,2.0,1301.42,21.3,CreditCard
563,2025-05-04,1087,2058,402,3.0,2667.0,6.06,CreditCard
564,2025-05-04,1089,2060,401,3.0,408.38,21.21,WireTransfer
565,2025-05-04,1184,2089,404,2.0,1984.9,9.61,GiftCard
566,2025-05-04,1017,2038,401,0.0,0.0,19.39,PayPal
567,2025-05-04,1005,2043,401,1.0,786.1,25.91,PayPal
568,2025-05-04,1189,2031,402,1.0,2035.08,28.53,WireTransfer
569,2025-05-04,1084,2071,404,3.0,0.0,2.11,PayPal
570,2025-05-04,1059,2051,402,1.0,527.94,7.73,PayPal
571,2025-05-04,1163,2084,404,3.0,845.55,20.71,GiftCard
572,2025-05-04,1007,2094,402,3.0,493.35,27.0,CreditCard
573,2025-05-04,1151,2054,404,0.0,0.0,5.52,CreditCard
574,2025-05-04,1180,2027,402,2.0,0.0,28.57,PayPal
575,2025-05-04,1192,2090,401,0.0,286.56,22.1,WireTransfer
576,2025-05-04,1137,2023,403,2.0,1503.26,18.07,GiftCard
577,2025-05-04,1050,2058,401,2.0,1066.8,6.76,WireTransfer
578,2025-05-04,1171,2062,403,3.0,619.36,17.28,GiftCard
579,2025-05-04,1156,2050,401,2.0,0.0,26.62,GiftCard
580,2025-05-04,1090,2058,402,2.0,1066.8,25.58,WireTransfer
581,2025-05-04,1157,2075,401,1.0,702.58,15.65,WireTransfer
582,2025-05-04,1080,2015,402,2.0,1619.93,20.55,GiftCard
583,2025-05-04,1029,2023,403,1.0,0.0,28.28,CreditCard
584,2025-05-04,1130,2049,404,1.0,845.86,28.38,PayPal
585,2025-05-04,1147,2049,404,1.0,845.86,25.57,CreditCard
586,2025-05-04,1124,2081,402,1.0,2686.39,5.28,WireTransfer
587,2025-05-04,1125,2036,402,1.0,588.55,10.26,GiftCard
588,2025-05-04,1080,2057,401,2.0,699.17,25.49,CreditCard
589,2025-05-04,1002,2062,402,1.0,1114.85,,CreditCard
590,2025-05-04,1098,2071,404,3.0,1845.48,3.69,GiftCard
591,2025-05-04,1175,2062,404,3.0,1858.08,13.56,WireTransfer
592,2025-05-04,1125,2021,401,0.0,1670.82,27.46,PayPal
593,2025-05-04,1194,2028,403,0.0,637.94,16.67,GiftCard
594,2025-05-04,1070,2028,403,1.0,0.0,14.54,PayPal
595,2025-05-04,1199,2058,404,0.0,2667.0,28.5,PayPal
596,2025-05-04,1146,2014,403,2.0,0.0,12.66,PayPal
597,2025-05-04,1138,2096,401,3.0,2688.72,,PayPal
598,2025-05-04,1139,2027,404,0.0,258.61,22.85,GiftCard
599,2025-05-04,1188,2083,402,2.0,1229.06,14.41,PayPal
600,2025-05-04,1008,2057,403,2.0,699.17,1.43,CreditCard
601,2025-05-04,1022,2056,401,1.0,2361.24,20.21,WireTransfer
602,2025-05-04,1053,2094,403,3.0,493.35,22.02,PayPal
603,2025-05-04,1042,2078,402,1.0,127.81,22.67,PayPal
604,2025-05-04,1052,2007,403,2.0,2333.56,6.87,PayPal
605,2025-05-04,1152,2068,402,2.0,656.19,21.26,GiftCard
606,2025-05-04,1180,2037,403,2.0,288.11,21.68,PayPal
607,2025-05-04,1131,2086,401,1.0,2414.07,11.24,PayPal
608,2025-05-04,1192,2052,401,2.0,0.0,25.03,WireTransfer
609,2025-05-04,1167,2016,402,1.0,290.72,9.28,CreditCard
610,2025-05-04,1037,2091,403,1.0,0.0,3.68,GiftCard
611,2025-05-04,1194,2086,404,3.0,0.0,21.54,PayPal
612,2025-05-04,1036,2073,403,3.0,1997.72,29.53,GiftCard
613,2025-05-04,1096,2057,401,0.0,1310.94,14.7,PayPal
614,2025-05-04,1103,2065,403,2.0,376.27,22.22,GiftCard
615,2025-05-04,1116,2062,403,0.0,1238.72,26.56,PayPal
616,2025-05-04,1198,2093,401,3.0,0.0,,PayPal
617,2025-05-04,1162,2085,403,0.0,0.0,12.6,CreditCard
618,2025-05-04,1136,2050,402,3.0,933.9,12.9,GiftCard
619,2025-05-04,1054,2063,403,2.0,441.97,2.51,CreditCard
620,2025-05-04,1072,2043,402,3.0,4367.25,28.86,PayPal
621,2025-05-04,1087,2087,401,0.0,637.28,14.85,GiftCard
622,2025-05-04,1025,2080,404,0.0,3329.04,7.34,CreditCard
623,2025-05-04,1031,2020,404,3.0,1127.49,8.67,GiftCard
624,2025-05-04,1000,2054,402,1.0,1620.92,24.5,GiftCard
625,2025-05-04,1166,2038,402,2.0,2223.62,23.93,GiftCard
626,2025-05-04,1023,2083,403,2.0,1229.06,3.38,GiftCard
627,2025-05-04,1021,2047,402,0.0,1674.9,22.63,GiftCard
628,2025-05-04,1101,2080,403,1.0,3745.17,4.14,GiftCard
629,2025-05-04,1109,2083,401,0.0,768.16,23.69,GiftCard
630,2025-05-04,1000,2027,404,0.0,517.22,14.15,WireTransfer
631,2025-05-04,1033,2075,402,3.0,780.64,7.37,PayPal
632,2025-05-04,1002,2001,403,0.0,824.7,1.16,GiftCard
633,2025-05-04,1108,2088,402,3.0,3546.75,15.36,WireTransfer
634,2025-05-04,1018,2029,404,0.0,27.02,11.64,WireTransfer
635,2025-05-04,1187,2013,401,2.0,2993.15,27.44,PayPal
636,2025-05-04,1094,2038,402,3.0,926.51,4.39,CreditCard
637,2025-05-04,1198,2096,402,1.0,1814.89,25.34,PayPal
638,2025-05-04,1017,2067,401,1.0,523.71,20.21,WireTransfer
639,2025-05-04,1112,2044,402,1.0,560.47,14.16,PayPal
640,2025-05-04,1105,2078,404,1.0,383.43,25.09,GiftCard
641,2025-05-04,1022,2012,402,0.0,623.19,9.74,GiftCard
642,2025-05-04,1150,2093,404,2.0,1814.26,2.76,GiftCard
643,2025-05-04,1109,2040,402,1.0,31.09,20.49,PayPal
644,2025-05-04,1070,2082,401,1.0,719.82,24.51,WireTransfer
645,2025-05-04,1141,2076,403,0.0,3224.28,11.27,PayPal
646,2025-05-04,1168,2038,402,1.0,1667.72,3.41,CreditCard
647,2025-05-04,1191,2050,403,0.0,560.34,20.51,CreditCard
648,2025-05-04,1005,2030,404,3.0,679.88,8.91,PayPal
649,2025-05-04,1028,2030,404,0.0,509.91,,GiftCard
650,2025-05-04,1135,2001,403,2.0,989.64,24.94,CreditCard
651,2025-05-04,1033,2049,404,2.0,751.87,10.26,GiftCard
652,2025-05-04,1139,2087,402,3.0,0.0,2.6,CreditCard
653,2025-05-04,1197,2009,401,0.0,265.24,14.36,GiftCard
654,2025-05-04,1003,2033,402,0.0,836.25,13.09,GiftCard
655,2025-05-04,1015,2050,403,3.0,560.34,8.66,GiftCard
656,2025-05-04,1108,2089,404,0.0,413.52,12.18,CreditCard
657,2025-05-04,1163,2068,402,2.0,3280.96,23.63,WireTransfer
658,2025-05-04,1021,2039,401,1.0,878.8,8.12,WireTransfer
659,2025-05-04,1039,2068,403,3.0,2460.72,15.12,CreditCard
660,2025-05-04,1150,2081,401,2.0,1193.95,24.58,WireTransfer
661,2025-05-04,1178,2055,402,0.0,53.94,21.71,CreditCard
662,2025-05-04,1062,2011,404,0.0,0.0,18.56,GiftCard
663,2025-05-04,1116,2078,401,2.0,0.0,0.91,CreditCard
664,2025-05-04,1170,2094,402,0.0,986.7,5.43,WireTransfer
665,2025-05-04,1003,2090,402,0.0,143.28,4.01,CreditCard
666,2025-05-04,1041,2063,403,2.0,1325.9,29.45,WireTransfer
667,2025-05-04,1042,2047,402,2.0,803.95,27.39,CreditCard
668,2025-05-04,1187,2015,401,2.0,0.0,22.77,WireTransfer
669,2025-05-04,1109,2034,401,2.0,326.81,2.27,GiftCard
670,2025-05-04,1182,2073,401,3.0,499.43,3.47,GiftCard
671,2025-05-04,1116,2065,403,0.0,470.34,12.05,PayPal
672,2025-05-04,1127,2072,402,2.0,1008.72,7.45,CreditCard
673,2025-05-04,1040,2032,401,0.0,0.0,3.6,PayPal
674,2025-05-04,1058,2094,401,0.0,493.35,11.72,GiftCard
675,2025-05-04,1003,2031,401,3.0,1695.9,18.84,PayPal
676,2025-05-04,1093,2049,402,1.0,1691.71,7.29,PayPal
677,2025-05-04,1009,2070,404,1.0,30.76,5.89,GiftCard
678,2025-05-04,1082,2031,404,2.0,452.24,,PayPal
679,2025-05-04,1069,2009,403,0.0,0.0,,GiftCard
680,2025-05-04,1128,2086,401,1.0,804.69,25.77,GiftCard
681,2025-05-04,1057,2066,401,3.0,1548.18,14.78,PayPal
682,2025-05-04,1017,2059,403,2.0,409.64,27.34,GiftCard
683,2025-05-04,1083,2011,404,0.0,1638.96,19.97,CreditCard
684,2025-05-04,1094,2025,403,2.0,223.7,8.01,WireTransfer
685,2025-05-04,1189,2079,402,3.0,3802.16,8.22,CreditCard
686,2025-05-04,1094,2075,404,1.0,702.58,2.58,GiftCard
687,2025-05-04,1187,2069,402,1.0,627.45,19.01,PayPal
688,2025-05-04,1001,2052,401,1.0,0.0,,GiftCard
689,2025-05-04,1138,2044,401,2.0,166.06,9.65,GiftCard
690,2025-05-04,1000,2097,404,2.0,1347.36,8.45,WireTransfer
691,2025-05-04,1026,2026,402,3.0,211.56,2.18,PayPal
692,2025-05-04,1125,2007,402,2.0,933.42,,CreditCard
693,2025-05-04,1023,2005,402,3.0,1286.34,19.53,WireTransfer
694,2025-05-04,1179,2047,404,0.0,669.96,21.95,GiftCard
695,2025-05-04,1148,2012,402,3.0,3115.95,3.45,GiftCard
696,2025-05-04,1019,2075,401,3.0,2341.92,18.9,PayPal
697,2025-05-04,1169,2016,402,2.0,775.25,27.71,CreditCard
698,2025-05-04,1066,2040,404,2.0,55.26,0.02,GiftCard
699,2025-05-04,1081,2057,403,1.0,393.28,13.51,PayPal
700,2025-05-04,1019,2025,402,0.0,559.24,16.92,WireTransfer
701,2025-05-04,1039,2013,402,3.0,4676.8,14.38,PayPal
702,2025-05-04,1119,2040,404,0.0,69.08,9.04,GiftCard
703,2025-05-04,1137,2045,402,3.0,0.0,1.1,WireTransfer
704,2025-05-04,1078,2059,403,0.0,1536.15,23.06,WireTransfer
705,2025-05-04,1023,2020,403,0.0,0.0,25.14,PayPal
706,2025-05-04,1055,2041,402,0.0,4021.05,27.84,PayPal
707,2025-05-04,1182,2031,403,3.0,1695.9,17.08,WireTransfer
708,2025-05-04,1131,2006,403,2.0,475.2,19.67,CreditCard
709,2025-05-04,1044,2003,404,3.0,1155.54,22.28,PayPal
710,2025-05-04,1142,2095,402,0.0,2453.95,3.86,GiftCard
711,2025-05-04,1118,2013,402,0.0,1870.72,24.58,GiftCard
712,2025-05-04,1003,2007,402,1.0,1050.1,15.61,GiftCard
713,2025-05-04,1050,2051,403,0.0,117.32,29.04,CreditCard
714,2025-05-04,1149,2075,403,0.0,780.64,23.62,PayPal
715,2025-05-04,1005,2008,402,3.0,466.13,13.69,PayPal
716,2025-05-04,1032,2011,403,0.0,409.74,25.27,GiftCard
717,2025-05-04,1010,2059,401,1.0,921.69,19.03,WireTransfer
718,2025-05-04,1146,2055,404,3.0,0.0,6.9,GiftCard
719,2025-05-04,1007,2048,404,1.0,1287.47,1.23,CreditCard
720,2025-05-04,1090,2027,402,2.0,413.78,9.5,CreditCard
721,2025-05-04,1071,2057,402,0.0,1310.94,29.3,GiftCard
722,2025-05-04,1157,2079,402,2.0,2281.3,23.99,PayPal
723,2025-05-04,1127,2052,404,0.0,2193.78,7.44,GiftCard
724,2025-05-04,1022,2035,404,1.0,1619.98,29.28,WireTransfer
725,2025-05-04,1107,2025,402,0.0,279.62,10.95,PayPal
726,2025-05-04,1097,2091,403,3.0,2717.37,15.27,WireTransfer
727,2025-05-04,1139,2062,403,2.0,1486.46,26.77,CreditCard
728,2025-05-04,1099,2034,402,0.0,408.51,29.68,CreditCard
729,2025-05-04,1081,2076,402,0.0,2418.21,7.95,PayPal
730,2025-05-04,1199,2035,401,3.0,2699.97,16.37,GiftCard
731,2025-05-04,1135,2045,402,1.0,842.78,14.61,GiftCard
732,2025-05-04,1025,2031,402,2.0,904.48,23.97,GiftCard
733,2025-05-04,1136,2094,401,1.0,0.0,14.48,CreditCard
734,2025-05-04,1147,2049,403,1.0,3383.42,23.31,WireTransfer
735,2025-05-04,1045,2030,403,2.0,407.93,10.61,CreditCard
736,2025-05-04,1151,2003,403,1.0,693.32,16.32,PayPal
737,2025-05-04,1144,2024,404,2.0,298.25,11.91,PayPal
738,2025-05-04,1044,2062,401,0.0,1238.72,25.65,PayPal
739,2025-05-04,1014,2029,402,0.0,13.51,6.21,PayPal
740,2025-05-04,1134,2061,401,2.0,639.74,21.45,GiftCard
741,2025-05-04,1157,2025,402,2.0,671.09,23.82,PayPal
742,2025-05-04,1183,2022,403,0.0,2684.72,27.17,WireTransfer
743,2025-05-04,1005,2018,402,0.0,542.26,15.17,PayPal
744,2025-05-04,1134,2046,401,2.0,53.49,14.43,GiftCard
745,2025-05-04,1180,2084,404,0.0,281.85,7.54,CreditCard
746,2025-05-04,1086,2038,403,1.0,1667.72,28.59,WireTransfer
747,2025-05-04,1040,2093,404,3.0,755.94,20.44,GiftCard
748,2025-05-04,1166,2040,402,2.0,27.63,9.37,GiftCard
749,2025-05-04,1057,2085,402,3.0,1452.9,28.79,GiftCard
750,2025-05-04,1078,2093,403,1.0,0.0,28.83,CreditCard
751,2025-05-04,1045,2093,401,3.0,2267.82,17.52,CreditCard
752,2025-05-04,1197,2072,401,1.0,1513.08,15.88,PayPal
753,2025-05-04,1154,2040,402,0.0,69.08,14.2,CreditCard
754,2025-05-04,1127,2018,403,0.0,0.0,,PayPal
755,2025-05-04,1060,2044,403,1.0,934.11,28.39,CreditCard
756,2025-05-04,1162,2011,403,3.0,1229.22,,WireTransfer
757,2025-05-04,1002,2033,402,1.0,3010.5,14.23,PayPal
758,2025-05-04,1177,2008,403,2.0,159.82,4.29,CreditCard
759,2025-05-04,1027,2092,401,0.0,482.21,17.95,PayPal
760,2025-05-04,1098,2056,404,1.0,944.5,7.68,PayPal
761,2025-05-04,1105,2063,404,2.0,2209.84,7.44,WireTransfer
762,2025-05-04,1139,2048,401,3.0,357.63,18.25,CreditCard
763,2025-05-04,1147,2083,402,1.0,691.34,8.49,GiftCard
764,2025-05-04,1115,2009,401,2.0,53.05,27.21,GiftCard
765,2025-05-04,1005,2040,403,0.0,103.62,8.83,GiftCard
766,2025-05-04,1018,2043,402,3.0,2620.35,,WireTransfer
767,2025-05-04,1041,2093,401,0.0,755.94,15.19,CreditCard
768,2025-05-04,1086,2076,404,0.0,0.0,28.32,WireTransfer
769,2025-05-04,1110,2083,402,3.0,768.16,,GiftCard
770,2025-05-04,1040,2006,401,2.0,0.0,11.18,CreditCard
771,2025-05-04,1052,2024,404,2.0,298.25,25.62,WireTransfer
772,2025-05-04,1169,2036,403,1.0,392.36,22.9,GiftCard
773,2025-05-04,1024,2006,404,3.0,0.0,9.62,GiftCard
774,2025-05-04,1039,2006,403,0.0,198.0,7.54,PayPal
775,2025-05-04,1109,2011,403,3.0,1638.96,28.45,PayPal
776,2025-05-04,1051,2012,401,1.0,1121.74,1.73,PayPal
777,2025-05-04,1043,2081,403,0.0,746.22,1.63,CreditCard
778,2025-05-04,1121,2014,403,3.0,985.2,9.29,CreditCard
779,2025-05-04,1120,2062,403,0.0,2477.44,4.28,PayPal
780,2025-05-04,1164,2069,404,1.0,0.0,17.5,CreditCard
781,2025-05-04,1094,2048,403,1.0,321.87,25.95,PayPal
782,2025-05-04,1114,2005,403,3.0,428.78,23.04,GiftCard
783,2025-05-04,1119,2033,402,2.0,1338.0,10.14,CreditCard
784,2025-05-04,1144,2007,402,0.0,1166.78,16.63,WireTransfer
785,2025-05-04,1021,2085,403,3.0,0.0,0.81,CreditCard
786,2025-05-04,1193,2075,402,0.0,1561.28,21.56,PayPal
787,2025-05-04,1099,2066,404,3.0,0.0,6.28,GiftCard
788,2025-05-04,1146,2030,404,2.0,543.9,0.99,GiftCard
789,2025-05-04,1020,2050,401,1.0,168.1,9.72,WireTransfer
790,2025-05-04,1030,2096,404,1.0,3024.81,25.62,WireTransfer
791,2025-05-04,1042,2027,402,1.0,232.75,1.46,PayPal
